Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
p$	p	P	Consonant	172	U+0070 U+0024	"xarɔp,ʒɪp,ʧøp"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2
pp	pː	P	Consonant	3	U+0070 U+0070	"ʧappa"	ydugova1,ydugova2,ysafedorak2
pʲ	pʲ	P	Consonant	2	U+0070 U+02B2	"pʲepʲɛl,tastapʲetu"	kagazli3,usoymahalla1
q$	q	K	Consonant	1013	U+0071 U+0024	"kaʃlamɔq,qs̩mɔq,tɔgɔlɔq"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink3,turmetan1,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2
qs	q s	K S	Consonant Consonant	1	U+0071 U+0073	"jarɔqsɪz̥"	uzarmanak4
qʃ	q ʃ	K S	Consonant Consonant	4	U+0071 U+0283	"ɔqʃɔn"	uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4
q̩	q̩	K	Consonant	2	U+0071 U+0329	"s q̩ m ɔ q,tʃq̩"	tkaptarhona5,uurtoqqishloq3
r$	r	R	Consonant	1051	U+0072 U+0024	"ber,ʃer,ʤanɨβar"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
rh	r h	R H	Consonant Consonant	2	U+0072 U+0068	"qurhaq"	kagazli1,kagazli2
rr	rː	R	Consonant	7	U+0072 U+0072	"purra,pʉrrak,pʊrra"	tagalyk,tkamangaron1,tkamangaron3,tnavdi1,tnavdi2,turmetan2,usoymahalla1
rs	r s	R S	Consonant Consonant	42	U+0072 U+0073	"qawɔrsɨn,wømərsrʊː,wʉmərsərʊ"	kagazli1,kagazli3,kagazli6,karaushan1,karaushan3,kikulanak2,kiorday1,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2
rʲ	rʲ	R	Consonant	9	U+0072 U+02B2	"køkrʲek,tʲerʲe,ʒʉrʲek"	kagazli6,karaushan3,karaushan4,kikulanak2,tkaptarhona3,uhitoy3,uurtoqqishloq2
r̩	r̩	R	Consonant	14	U+0072 U+0329	"gr̩d,kr̩m,tpr̩mɔq"	tkaptarhona5,tnimich3,tnimich4,tnushor3,trishtan1,trishtan2,trishtan3,uurtoqqishloq3,uurtoqqishloq4
s$	s	S	Consonant	333	U+0073 U+0024	"his,tys,tʲegɪs"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
ss	sː	S	Consonant	15	U+0073 U+0073	"issiq,issə,tissak"	kkhalqabad1,kkkokdarya1,tshink2,turmetan1,turmetan2,turmetan4,uhitoy1,uhitoy2,unovmetan3,usoymahalla1,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3
sw	s w	S W	Consonant Consonant	1	U+0073 U+0077	"raswɔ"	tnovmetan1
sʲ	sʲ	S	Consonant	7	U+0073 U+02B2	"vasʲe"	tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,trishtan3,tshink3,tzarmanak1
t$	t	T	Consonant	878	U+0074 U+0024	"kunt,qapit,ʧøt"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
tt	tː	T	Consonant	50	U+0074 U+0074	"ørttø,ʒittajt,ʤɨtta"	kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkkokdarya1,kkkokdarya3,tkamangaron3,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnovmetan1,trishtan3,tshink2,turmetan3,tzarmanak1,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
tʲ	tʲ	T	Consonant	15	U+0074 U+02B2	"ptʲe,tistʲe,tɪstʲew"	kagazli1,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,kiorday4,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkshege4,tkamangaron1,trishtan1,uhitoy3
u$	u	Y	Vowel	216	U+0075 U+0024	"qorqu,tɪgu,tɪstʲju"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,kiakmuz1,kiorday1,kkkokdarya3,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkaptarhona1,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnovmetan2,tnushor2,tnushor3,trishtan2,trishtan3,tshink3,turmetan1,turmetan2,turmetan4,tzarmanak2,ydugova1
uː	uː	Y	Vowel	47	U+0075 U+02D0	"juːmɔq,kuːʃ,tuːrə"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli7,karaushan1,karaushan3,karaushan4,kiakmuz1,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkshege1,kkshege2,kkshege3,kkshege4,trishtan1,trishtan3,uhitoy1,uhitoy2,uhitoy3,uurtoqqishloq2,ysafedorak2
v$	v	B	Consonant	29	U+0076 U+0024	"darav,gav,ʃav"	tkaptarhona2,tkaptarhona3,tkaptarhona4,tnavdi1,tnavdi2,tnavdi3,tnimich4,trishtan1,tshink1,tshink2,tshink3,turmetan2,turmetan4,unovmetan3,usoymahalla2,uzarmanak3,uzarmanak4,ydugova2
vv	vː	B	Consonant	1	U+0076 U+0076	"avvɔ"	tnimich4
vʲ	vʲ	B	Consonant	1	U+0076 U+02B2	"mʲevʲe"	kiorday3
w$	w	W	Consonant	192	U+0077 U+0024	"kɨjəw,ɔlɔw,ɨrdɒw"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,kikulanak3,kiorday4,kkkokdarya1,tagalyk,tkamangaron1,tkamangaron2,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,ydugova1,ydugova2,ysafedorak1,ysafedorak2
wh	w h	W H	Consonant Consonant	4	U+0077 U+0068	"ʃawhar"	tkamangaron1,tnavdi2,tnimich3,tnushor2
ws	w s	W S	Consonant Consonant	1	U+0077 U+0073	"awsu"	kagazli4
wʃ	w ʃ	W S	Consonant Consonant	1	U+0077 U+0283	"xɔwʃidan"	tnushor3
x$	x	G	Consonant	174	U+0078 U+0024	"sørx,ʃɔx,ʧɔx"	kagazli3,kiorday2,kiorday3,kkshege1,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
xs	x s	G S	Consonant Consonant	22	U+0078 U+0073	"Zaxs1,Zaxs3,jaxs1"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4
x̩	x̩	G	Consonant	5	U+0078 U+0329	"tx̩m,ʧx̩t"	tnushor3,tshink1,tshink2,turmetan3,turmetan4
y$	y	Y	Vowel	1	U+0079 U+0024	"zɔny"	turmetan3
yː	yː	Y	Vowel	1	U+0079 U+02D0	"syːjøk"	kikulanak3
z$	z	S	Consonant	174	U+007A U+0024	"tɛkkəz,tɪz,xez"	kagazli1,kagazli3,kagazli4,kagazli5,karaushan1,karaushan2,karaushan3,karaushan4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla2,usoymahalla3,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2
zz	zː	S	Consonant	9	U+007A U+007A	"tizza,tɨzzɐ,tɪzza"	tkamangaron1,tkamangaron3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq3,uurtoqqishloq4,uzarmanak4
zʲ	zʲ	S	Consonant	36	U+007A U+02B2	"dizʲe,dzʲe,tɨzʲe"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz2,kibarskoon,kikulanak2,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,turmetan2,uhitoy1,uhitoy2,uhitoy3
æ$	æ	E	Vowel	1	U+00E6 U+0024	"gændæ"	trishtan2
ø$	ø	U	Vowel	25	U+00F8 U+0024	"kʲeldø,ørttø,ʒeɣøldø"	kagazli3,kiakmuz3,kikulanak2,kikulanak5,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkshege1,kkshege2,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnushor1,tnushor3,trishtan1,trishtan3,uhitoy1,ydugova2
øː	øː	U	Vowel	7	U+00F8 U+02D0	"søːjøk"	kiakmuz1,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak5,kitamga
ł$	ɬ	L	Consonant	104	U+0142 U+0024	"ajɪł,kwøł,ʃoł"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,kikulanak1,kikulanak2,kkkokdarya1,kkkokdarya2,tnavdi2,tnimich2,tnushor1,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3
łł	ɬː	L	Consonant	3	U+0142 U+0142	"siłłɪq,sɪłłəq,ʒɪłłɜ"	kagazli2,tkamangaron1,trishtan3
ŋ$	ŋ	N	Consonant	248	U+014B U+0024	"kiŋ,ʧæŋ,ʧɔŋ"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4
ŋʃ	ŋ ʃ	N S	Consonant Consonant	9	U+014B U+0283	"ʒiŋʃke,ʒiŋʃkine,ʒɨŋʃkɪ"	kagazli1,kagazli2,kagazli7,kkkokdarya2,kkshege1,kkshege2,kkshege4
ŋʲ	ŋʲ	N	Consonant	1	U+014B U+02B2	"jaŋʲɪ"	usoymahalla2
ɐ$	ɐ	E	Vowel	39	U+0250 U+0024	"dutɐ,iŋiʧkɐ,kəhnɐ"	karaushan3,kiakmuz1,kiakmuz2,kiakmuz3,kikulanak4,kiorday3,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya3,kkshege1,kkshege2,kkshege3,kkshege4,tnavdi1,tnavdi2,tnavdi3,tnushor3,tzarmanak1,uhitoy1,uhitoy2,uhitoy3,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq3
ɒ$	ɒ	O	Vowel	10	U+0252 U+0024	"bɒlɒ,døttɒ,jaktɒ"	kiorday2,kiorday4,tkamangaron2,tkaptarhona3,tkaptarhona4,tkaptarhona5,turmetan3,uurtoqqishloq2,uurtoqqishloq4
ɔ$	ɔ	U	Vowel	219	U+0254 U+0024	"guʤɔ,havɔ,kyʤɔ"	kkhalqabad1,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq3,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
ɔː	ɔː	U	Vowel	24	U+0254 U+02D0	"bɔːr,rɔːt,tfɔːr"	kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday4,kitamga,kkhalqabad2,tkaptarhona1,tshink1,tshink3,turmetan1,ydugova2,ysafedorak2,ysafedorak3
ɔˑ	ɔˑ	U	Vowel	3	U+0254 U+02D1	"rɔˑt,zɔˑnʊ,ʧɔˑr"	tnushor2,tshink3,ydugova1
ɔ̃	ɔ̃	U	Vowel	32	U+0254 U+0303	"dandɔ̃n,wɔ̃ŋ,zubɔ̃n"	kagazli4,kagazli5,kagazli6,tkamangaron1,tkamangaron3,tkamangaron4,tkaptarhona2,tnovmetan1,tnovmetan2,trishtan1,tshink1,tshink2,tshink3,turmetan1,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uzarmanak4
ə$	ə	E	Vowel	118	U+0259 U+0024	"jekə,tɔzə,zəŋəttə"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kibarskoon,kikulanak1,kikulanak3,kiorday3,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tkamangaron2,tkamangaron3,tnavdi2,tnimich4,trishtan1,trishtan2,trishtan3,tshink1,tshink3,turmetan1,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4
ɛ$	ɛ	E	Vowel	85	U+025B U+0024	"kiskinʲɛ,ɛnɛ,ʤʲɛ"	karaushan2,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkshege1,kkshege2,kkshege3,tagalyk,tkaptarhona2,tkaptarhona5,trishtan2,uhitoy1,uhitoy2,uhitoy3,usoymahalla1,usoymahalla2,usoymahalla3
ɜ$	ɜ	E	Vowel	34	U+025C U+0024	"tazɜ,ʒɨlɜ,ʒɨłɜ"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkshege1,kkshege2,kkshege3,kkshege4,uhitoy1,uhitoy2,uhitoy3
ɣ$	ɣ	G	Consonant	8	U+0263 U+0024	"barɣ,tɔɣ,uruɣ"	tkamangaron1,trishtan3,tzarmanak1,unovmetan3,usoymahalla1,uurtoqqishloq4
ɨ$	ɨ	I	Vowel	58	U+0268 U+0024	"dɒlɨ,jeskɨ,ʒɪllɨ"	kagazli5,kagazli6,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday4,kitamga,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,uhitoy2,uhitoy3,usoymahalla2,usoymahalla3,uurtoqqishloq1
ɨː	ɨː	I	Vowel	1	U+0268 U+02D0	"sɨːjøk"	kiakmuz2
ɪ$	ɪ	I	Vowel	73	U+026A U+0024	"jeskɪ,jɛskʲɪ,jɪskɪ"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kkhalqabad3,kkkokdarya2,kkkokdarya3,kkshege1,kkshege2,kkshege3,kkshege4,tnimich4,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,ysafedorak1
ɪː	ɪː	I	Vowel	1	U+026A U+02D0	"ɣɪːr"	ysafedorak2
ʁ$	ʁ	R	Consonant	10	U+0281 U+0024	"qɔsəʁ,qʊsəʁ,uzɔʁ"	karaushan4,kikulanak5,kkhalqabad1,kkhalqabad2,kkkokdarya3,kkkokdarya4,kkshege3,kkshege4,uhitoy1,uzarmanak4
ʃ$	ʃ	S	Consonant	521	U+0283 U+0024	"køriʃ,pyløʃ,ʃabyʃ"	kagazli1,kagazli2,kagazli3,kagazli4,kagazli5,kagazli6,kagazli7,karaushan1,karaushan2,karaushan3,karaushan4,kiakmuz1,kiakmuz2,kiakmuz3,kibarskoon,kikulanak1,kikulanak2,kikulanak3,kikulanak4,kikulanak5,kiorday1,kiorday2,kiorday3,kiorday4,kitamga,kkhalqabad1,kkhalqabad2,kkhalqabad3,kkkokdarya1,kkkokdarya2,kkkokdarya3,kkkokdarya4,kkshege1,kkshege2,kkshege3,kkshege4,tagalyk,tkamangaron1,tkamangaron2,tkamangaron3,tkamangaron4,tkaptarhona1,tkaptarhona2,tkaptarhona3,tkaptarhona4,tkaptarhona5,tnavdi1,tnavdi2,tnavdi3,tnimich1,tnimich2,tnimich3,tnimich4,tnovmetan1,tnovmetan2,tnushor1,tnushor2,tnushor3,trishtan1,trishtan2,trishtan3,tshink1,tshink2,tshink3,turmetan1,turmetan2,turmetan3,turmetan4,tzarmanak1,tzarmanak2,uhitoy1,uhitoy2,uhitoy3,unovmetan3,usoymahalla1,usoymahalla2,usoymahalla3,uurtoqqishloq1,uurtoqqishloq2,uurtoqqishloq3,uurtoqqishloq4,uzarmanak3,uzarmanak4,ydugova1,ydugova2,ysafedorak1,ysafedorak2,ysafedorak3
ʃʲ	ʃʲ	S	Consonant	5	U+0283 U+02B2	"dɔʃʲtan,iʃʲu,ʉʃʲjʊː"	kagazli1,kagazli3,kkshege2,tkamangaron2,tkamangaron3
ʉ$	ʉ	Y	Vowel	4	U+0289 U+0024	"bʉ,dʉ,ʧtʉ"	tnovmetan2,uurtoqqishloq1,ysafedorak2
ʉː	ʉː	Y	Vowel	1	U+0289 U+02D0	"sʉːjøk"	kikulanak4
